Product/Internal Reference,Product/Name,Product/Barcode,Financial Category,Available Quantity,Quantity,Lot/Serial Number,Location,Lot/Serial Number/Production Date,Lot/Serial Number/Expiration Date,Lot/Serial Number/Removal Date,Lot/Serial Number/Alert Date,Product/Breadfast Barcode
PROD-002106,Rhodes Cheddar Cheese,BAR-0000002106,Coffee & Other Drinks,283.0,283.0,LOT-0000002106,KAT/Stock/Zone (A),2023-07-12,2024-12-19,2024-06-27,2024-06-27,BREAD-0000002106
PROD-002107,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Water,256.0,256.0,LOT-0000002107,KAT/Stock/Zone (F),2025-06-15,2030-01-25,2029-10-07,2029-10-07,BREAD-0000002107
PROD-002108,Rhodes Natural Feta Gold,BAR-0000002108,Centralized Fresh,125.0,125.0,LOT-0000002108,KAT/Stock/Zone (B),2025-02-19,2028-04-03,2028-02-27,2028-02-27,BREAD-0000002108
PROD-002109,Flash,BAR-0000002109,Personal Care,446.0,446.0,LOT-0000002109,KAT/Stock/Zone (F),2023-10-28,2024-12-22,2024-11-17,2024-11-17,BREAD-0000002109
PROD-002110,Argento Clear Offer,BAR-0000002110,Commodities,112.0,112.0,LOT-0000002110,KAT/Stock/Zone (B),2023-09-17,2026-02-25,2025-12-05,2025-12-05,UNKNOWN_BREADFAST_BARCODE
PROD-002111,Shanon,BAR-0000002111,All / ASTS / Furniture,302.0,302.0,LOT-0000002111,KAT/Stock,2025-09-30,2029-09-16,2029-08-17,2029-08-17,UNKNOWN_BREADFAST_BARCODE
PROD-002112,Argento Clear Offer,BAR-0000002112,Water,292.0,292.0,LOT-0000002112,KAT/Stock/Zone (B),2024-09-07,2028-12-09,2028-10-12,2028-10-12,BREAD-0000002112
PROD-002113,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,341.0,341.0,LOT-0000002113,KAT/Stock/Zone (F),2024-03-07,2026-09-03,2026-05-05,2026-05-05,BREAD-0000002113
PROD-002114,A4 Paper,BAR-0000002114,Water,47.0,47.0,LOT-0000002114,KAT/Stock/Zone (B),2024-12-16,2026-01-30,2025-09-20,2025-09-20,BREAD-0000002114
PROD-002115,Big Tissue Roll,BAR-0000002115,Centralized Fresh,363.0,363.0,LOT-0000002115,KAT/Stock,2024-11-26,2028-06-15,2028-01-15,2028-01-15,BREAD-0000002115
PROD-002116,Elano Water Carton,UNKNOWN_BARCODE,All / ASTS / Furniture,274.0,274.0,LOT-0000002116,KAT/Stock/Zone (F),2023-07-17,2026-10-04,2026-05-26,2026-05-26,BREAD-0000002116
PROD-002117,Argento Clear Offer,BAR-0000002117,Water,397.0,397.0,LOT-0000002117,KAT/Stock/Zone (F),2025-09-09,2026-10-25,2026-06-20,2026-06-20,UNKNOWN_BREADFAST_BARCODE
PROD-002118,Rhodes Cheddar Cheese,BAR-0000002118,Coffee & Other Drinks,194.0,194.0,LOT-0000002118,KAT/Stock/Zone (F),2023-02-08,2027-12-22,2027-09-25,2027-09-25,BREAD-0000002118
PROD-002119,Big Tissue Roll,BAR-0000002119,All / ASTS / Furniture,338.0,338.0,LOT-0000002119,KAT/Stock/Zone (A),2024-12-09,2026-08-17,2026-02-28,2026-02-28,BREAD-0000002119
PROD-002120,Harvest Tomato Paste,BAR-0000002120,All / Consumables / Cons - Cleaning,224.0,224.0,LOT-0000002120,KAT/Stock/Zone (F),2024-04-15,2025-09-27,2025-07-15,2025-07-15,BREAD-0000002120
PROD-002121,Flash,BAR-0000002121,All / Consumables / Cons - Operations,212.0,212.0,LOT-0000002121,KAT/Stock/Zone (A),2023-03-20,2025-03-21,2024-10-21,2024-10-21,UNKNOWN_BREADFAST_BARCODE
PROD-002122,Puvana Natural Water,BAR-0000002122,Coffee & Other Drinks,320.0,320.0,LOT-0000002122,KAT/Stock,2024-12-29,2029-10-31,2029-09-09,2029-09-09,BREAD-0000002122
PROD-002123,Rhodes Natural Feta Gold,BAR-0000002123,All / ASTS / Furniture,281.0,281.0,LOT-0000002123,KAT/Stock/Zone (F),2024-11-14,2029-07-16,2029-05-16,2029-05-16,BREAD-0000002123
PROD-002124,Big Tissue Roll,UNKNOWN_BARCODE,Personal Care,137.0,137.0,LOT-0000002124,KAT/Stock/Zone (F),2023-02-12,2027-04-12,2027-01-01,2027-01-01,BREAD-0000002124
PROD-002125,A4 Paper,UNKNOWN_BARCODE,Water,354.0,354.0,LOT-0000002125,KAT/Stock/Zone (F),2023-05-12,2028-03-23,2027-11-04,2027-11-04,BREAD-0000002125
PROD-002126,A4 Paper,BAR-0000002126,Coffee & Other Drinks,332.0,332.0,LOT-0000002126,KAT/Stock,2023-03-18,2025-10-19,2025-07-07,2025-07-07,BREAD-0000002126
PROD-002127,Big Tissue Roll,BAR-0000002127,Centralized Fresh,69.0,69.0,LOT-0000002127,KAT/Stock/Zone (A),2023-02-08,2025-09-01,2025-03-15,2025-03-15,UNKNOWN_BREADFAST_BARCODE
PROD-002128,A4 Paper,BAR-0000002128,Personal Care,298.0,298.0,LOT-0000002128,KAT/Stock/Zone (B),2023-05-31,2025-05-12,2025-02-19,2025-02-19,BREAD-0000002128
PROD-002129,Flash,UNKNOWN_BARCODE,Commodities,69.0,69.0,LOT-0000002129,KAT/Stock,2025-09-02,2028-12-24,2028-11-05,2028-11-05,UNKNOWN_BREADFAST_BARCODE
PROD-002130,A4 Paper,BAR-0000002130,Commodities,482.0,482.0,LOT-0000002130,KAT/Stock,2023-11-14,2026-07-23,2026-02-15,2026-02-15,BREAD-0000002130
PROD-002131,Argento Clear Offer,BAR-0000002131,Personal Care,207.0,207.0,LOT-0000002131,KAT/Stock,2024-03-12,2026-07-21,2026-04-26,2026-04-26,BREAD-0000002131
PROD-002132,Puvana Natural Water,UNKNOWN_BARCODE,Centralized Fresh,488.0,488.0,LOT-0000002132,KAT/Stock/Zone (A),2024-09-18,2027-08-14,2027-05-11,2027-05-11,BREAD-0000002132
PROD-002133,A4 Paper,UNKNOWN_BARCODE,Centralized Fresh,199.0,199.0,LOT-0000002133,KAT/Stock/Zone (A),2024-07-04,2026-11-26,2026-06-11,2026-06-11,BREAD-0000002133
PROD-002134,Puvana Natural Water,BAR-0000002134,Commodities,58.0,58.0,LOT-0000002134,KAT/Stock/Zone (A),2023-12-06,2026-03-01,2025-12-16,2025-12-16,BREAD-0000002134
PROD-002135,Rhodes Cheddar Cheese,BAR-0000002135,Centralized Fresh,258.0,258.0,LOT-0000002135,KAT/Stock/Zone (A),2024-10-19,2027-04-14,2027-02-14,2027-02-14,BREAD-0000002135
PROD-002136,Shanon,BAR-0000002136,Personal Care,388.0,388.0,LOT-0000002136,KAT/Stock/Zone (A),2025-07-06,2027-02-06,2027-01-01,2027-01-01,UNKNOWN_BREADFAST_BARCODE
PROD-002137,Flash,BAR-0000002137,All / ASTS / Furniture,340.0,340.0,LOT-0000002137,KAT/Stock/Zone (F),2023-12-27,2026-04-09,2025-12-06,2025-12-06,BREAD-0000002137
PROD-002138,Shanon,BAR-0000002138,Centralized Fresh,350.0,350.0,LOT-0000002138,KAT/Stock/Zone (B),2025-09-22,2029-01-21,2028-11-10,2028-11-10,BREAD-0000002138
PROD-002139,Rhodes Cheddar Cheese,BAR-0000002139,All / Consumables / Cons - Operations,333.0,333.0,LOT-0000002139,KAT/Stock/Zone (B),2025-02-09,2026-12-09,2026-08-23,2026-08-23,UNKNOWN_BREADFAST_BARCODE
PROD-002140,Flash,BAR-0000002140,Personal Care,356.0,356.0,LOT-0000002140,KAT/Stock/Zone (A),2023-07-09,2025-05-01,2025-02-25,2025-02-25,BREAD-0000002140
PROD-002141,Big Tissue Roll,BAR-0000002141,Personal Care,338.0,338.0,LOT-0000002141,KAT/Stock/Zone (A),2024-02-17,2028-11-16,2028-06-11,2028-06-11,BREAD-0000002141
PROD-002142,Big Tissue Roll,BAR-0000002142,Personal Care,164.0,164.0,LOT-0000002142,KAT/Stock/Zone (F),2023-11-25,2025-09-05,2025-07-31,2025-07-31,BREAD-0000002142
PROD-002143,Puvana Natural Water,BAR-0000002143,All / Consumables / Cons - Cleaning,244.0,244.0,LOT-0000002143,KAT/Stock/Zone (A),2023-04-02,2027-01-07,2026-10-26,2026-10-26,BREAD-0000002143
PROD-002144,Rhodes Cheddar Cheese,BAR-0000002144,All / ASTS / Furniture,83.0,83.0,LOT-0000002144,KAT/Stock/Zone (F),2024-03-15,2025-07-18,2025-04-19,2025-04-19,BREAD-0000002144
PROD-002145,Puvana Natural Water,UNKNOWN_BARCODE,All / ASTS / Furniture,435.0,435.0,LOT-0000002145,KAT/Stock/Zone (F),2023-09-02,2024-10-21,2024-08-27,2024-08-27,UNKNOWN_BREADFAST_BARCODE
PROD-002146,Rhodes Natural Feta Gold,BAR-0000002146,Centralized Fresh,449.0,449.0,LOT-0000002146,KAT/Stock,2025-06-27,2030-06-08,2030-01-23,2030-01-23,BREAD-0000002146
PROD-002147,A4 Paper,BAR-0000002147,Personal Care,376.0,376.0,LOT-0000002147,KAT/Stock,2025-04-12,2029-03-21,2028-11-05,2028-11-05,BREAD-0000002147
PROD-002148,Elano Water Carton,BAR-0000002148,Coffee & Other Drinks,446.0,446.0,LOT-0000002148,KAT/Stock/Zone (A),2023-04-07,2025-07-20,2025-02-20,2025-02-20,BREAD-0000002148
PROD-002149,Rhodes Natural Feta Gold,BAR-0000002149,Personal Care,390.0,390.0,LOT-0000002149,KAT/Stock/Zone (F),2025-07-26,2030-05-25,2030-04-25,2030-04-25,BREAD-0000002149
PROD-002150,A4 Paper,BAR-0000002150,Centralized Fresh,480.0,480.0,LOT-0000002150,KAT/Stock/Zone (A),2025-08-11,2030-05-30,2030-02-27,2030-02-27,BREAD-0000002150
PROD-002151,Flash,UNKNOWN_BARCODE,All / ASTS / Furniture,308.0,308.0,LOT-0000002151,KAT/Stock,2024-07-28,2029-01-03,2028-11-20,2028-11-20,BREAD-0000002151
PROD-002152,Puvana Natural Water,BAR-0000002152,Commodities,113.0,113.0,LOT-0000002152,KAT/Stock,2023-04-13,2026-02-10,2025-11-18,2025-11-18,BREAD-0000002152
PROD-002153,Flash,UNKNOWN_BARCODE,Centralized Fresh,233.0,233.0,LOT-0000002153,KAT/Stock,2025-04-08,2029-11-27,2029-09-02,2029-09-02,BREAD-0000002153
PROD-002154,Flash,BAR-0000002154,Commodities,261.0,261.0,LOT-0000002154,KAT/Stock,2024-05-27,2026-08-07,2026-03-14,2026-03-14,BREAD-0000002154
PROD-002155,A4 Paper,BAR-0000002155,Centralized Fresh,390.0,390.0,LOT-0000002155,KAT/Stock,2024-10-27,2029-04-23,2029-03-05,2029-03-05,BREAD-0000002155
PROD-002156,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Centralized Fresh,171.0,171.0,LOT-0000002156,KAT/Stock/Zone (A),2023-02-04,2026-06-03,2025-12-06,2025-12-06,BREAD-0000002156
PROD-002157,A4 Paper,BAR-0000002157,Centralized Fresh,17.0,17.0,LOT-0000002157,KAT/Stock/Zone (A),2024-02-01,2026-01-07,2025-09-11,2025-09-11,BREAD-0000002157
PROD-002158,Harvest Tomato Paste,BAR-0000002158,Centralized Fresh,234.0,234.0,LOT-0000002158,KAT/Stock,2023-01-27,2027-03-27,2026-11-01,2026-11-01,BREAD-0000002158
PROD-002159,Big Tissue Roll,BAR-0000002159,Water,309.0,309.0,LOT-0000002159,KAT/Stock/Zone (A),2023-11-02,2026-11-19,2026-06-24,2026-06-24,BREAD-0000002159
PROD-002160,Big Tissue Roll,BAR-0000002160,Water,382.0,382.0,LOT-0000002160,KAT/Stock,2024-11-29,2027-05-06,2026-11-11,2026-11-11,BREAD-0000002160
PROD-002161,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Personal Care,156.0,156.0,LOT-0000002161,KAT/Stock,2024-08-03,2027-05-19,2027-01-27,2027-01-27,BREAD-0000002161
PROD-002162,Big Tissue Roll,UNKNOWN_BARCODE,Personal Care,210.0,210.0,LOT-0000002162,KAT/Stock,2023-06-14,2025-10-31,2025-09-16,2025-09-16,BREAD-0000002162
PROD-002163,A4 Paper,UNKNOWN_BARCODE,Coffee & Other Drinks,280.0,280.0,LOT-0000002163,KAT/Stock/Zone (A),2023-04-12,2025-05-14,2025-02-20,2025-02-20,BREAD-0000002163
PROD-002164,Argento Clear Offer,BAR-0000002164,Coffee & Other Drinks,318.0,318.0,LOT-0000002164,KAT/Stock/Zone (A),2024-03-30,2027-09-21,2027-05-20,2027-05-20,BREAD-0000002164
PROD-002165,Puvana Natural Water,BAR-0000002165,Water,195.0,195.0,LOT-0000002165,KAT/Stock/Zone (F),2023-07-12,2027-08-26,2027-05-10,2027-05-10,BREAD-0000002165
PROD-002166,A4 Paper,BAR-0000002166,All / ASTS / Furniture,114.0,114.0,LOT-0000002166,KAT/Stock/Zone (A),2025-07-04,2026-09-02,2026-06-29,2026-06-29,BREAD-0000002166
PROD-002167,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,396.0,396.0,LOT-0000002167,KAT/Stock/Zone (A),2025-06-16,2029-10-02,2029-04-29,2029-04-29,BREAD-0000002167
PROD-002168,Elano Water Carton,BAR-0000002168,All / ASTS / Furniture,159.0,159.0,LOT-0000002168,KAT/Stock/Zone (B),2025-03-20,2027-01-26,2026-09-29,2026-09-29,UNKNOWN_BREADFAST_BARCODE
PROD-002169,Puvana Natural Water,BAR-0000002169,Coffee & Other Drinks,154.0,154.0,LOT-0000002169,KAT/Stock,2023-10-26,2025-07-16,2025-03-15,2025-03-15,UNKNOWN_BREADFAST_BARCODE
PROD-002170,Harvest Tomato Paste,UNKNOWN_BARCODE,Personal Care,50.0,50.0,LOT-0000002170,KAT/Stock,2023-01-21,2026-12-08,2026-08-12,2026-08-12,BREAD-0000002170
PROD-002171,Big Tissue Roll,BAR-0000002171,Water,417.0,417.0,LOT-0000002171,KAT/Stock/Zone (A),2023-02-14,2027-08-23,2027-03-15,2027-03-15,BREAD-0000002171
PROD-002172,Puvana Natural Water,BAR-0000002172,All / ASTS / Furniture,283.0,283.0,LOT-0000002172,KAT/Stock/Zone (A),2024-05-10,2027-04-21,2027-03-11,2027-03-11,BREAD-0000002172
PROD-002173,Big Tissue Roll,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,72.0,72.0,LOT-0000002173,KAT/Stock/Zone (F),2024-11-13,2028-05-13,2028-02-13,2028-02-13,BREAD-0000002173
PROD-002174,Rhodes Natural Feta Gold,BAR-0000002174,Commodities,327.0,327.0,LOT-0000002174,KAT/Stock/Zone (B),2023-08-11,2025-07-14,2025-01-19,2025-01-19,BREAD-0000002174
PROD-002175,Puvana Natural Water,BAR-0000002175,Centralized Fresh,340.0,340.0,LOT-0000002175,KAT/Stock,2023-10-26,2028-10-09,2028-05-14,2028-05-14,BREAD-0000002175
PROD-002176,Big Tissue Roll,BAR-0000002176,All / Consumables / Cons - Operations,109.0,109.0,LOT-0000002176,KAT/Stock,2025-11-13,2027-02-09,2027-01-02,2027-01-02,BREAD-0000002176
PROD-002177,Harvest Tomato Paste,BAR-0000002177,Water,285.0,285.0,LOT-0000002177,KAT/Stock/Zone (A),2025-12-19,2027-11-15,2027-09-22,2027-09-22,UNKNOWN_BREADFAST_BARCODE
PROD-002178,Shanon,UNKNOWN_BARCODE,Water,220.0,220.0,LOT-0000002178,KAT/Stock/Zone (A),2023-10-15,2028-10-07,2028-07-16,2028-07-16,BREAD-0000002178
PROD-002179,Flash,BAR-0000002179,All / Consumables / Cons - Cleaning,8.0,8.0,LOT-0000002179,KAT/Stock/Zone (B),2024-05-31,2025-10-29,2025-06-10,2025-06-10,BREAD-0000002179
PROD-002180,Flash,BAR-0000002180,Centralized Fresh,396.0,396.0,LOT-0000002180,KAT/Stock,2025-06-16,2028-05-23,2028-03-14,2028-03-14,BREAD-0000002180
PROD-002181,Harvest Tomato Paste,BAR-0000002181,Centralized Fresh,81.0,81.0,LOT-0000002181,KAT/Stock/Zone (B),2023-06-03,2024-10-05,2024-07-18,2024-07-18,BREAD-0000002181
PROD-002182,Elano Water Carton,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,319.0,319.0,LOT-0000002182,KAT/Stock,2023-10-08,2027-09-08,2027-04-15,2027-04-15,UNKNOWN_BREADFAST_BARCODE
PROD-002183,Shanon,BAR-0000002183,Commodities,293.0,293.0,LOT-0000002183,KAT/Stock/Zone (A),2024-03-09,2026-05-03,2025-11-20,2025-11-20,BREAD-0000002183
PROD-002184,Rhodes Natural Feta Gold,BAR-0000002184,Centralized Fresh,374.0,374.0,LOT-0000002184,KAT/Stock/Zone (B),2023-12-08,2025-08-16,2025-06-21,2025-06-21,BREAD-0000002184
PROD-002185,Harvest Tomato Paste,BAR-0000002185,Commodities,21.0,21.0,LOT-0000002185,KAT/Stock/Zone (F),2023-03-27,2026-12-19,2026-08-01,2026-08-01,BREAD-0000002185
PROD-002186,Flash,BAR-0000002186,All / Consumables / Cons - Cleaning,414.0,414.0,LOT-0000002186,KAT/Stock/Zone (A),2025-02-17,2026-12-06,2026-09-13,2026-09-13,BREAD-0000002186
PROD-002187,Flash,BAR-0000002187,Commodities,98.0,98.0,LOT-0000002187,KAT/Stock/Zone (F),2023-07-10,2027-12-01,2027-07-18,2027-07-18,UNKNOWN_BREADFAST_BARCODE
PROD-002188,Flash,BAR-0000002188,Personal Care,169.0,169.0,LOT-0000002188,KAT/Stock/Zone (F),2025-12-27,2027-06-13,2027-01-01,2027-01-01,UNKNOWN_BREADFAST_BARCODE
PROD-002189,Rhodes Cheddar Cheese,BAR-0000002189,Centralized Fresh,189.0,189.0,LOT-0000002189,KAT/Stock/Zone (F),2025-09-17,2028-09-19,2028-08-15,2028-08-15,BREAD-0000002189
PROD-002190,Harvest Tomato Paste,BAR-0000002190,Personal Care,105.0,105.0,LOT-0000002190,KAT/Stock,2025-05-25,2030-04-02,2030-02-14,2030-02-14,BREAD-0000002190
PROD-002191,A4 Paper,UNKNOWN_BARCODE,Coffee & Other Drinks,319.0,319.0,LOT-0000002191,KAT/Stock/Zone (F),2024-10-23,2025-11-07,2025-08-18,2025-08-18,BREAD-0000002191
PROD-002192,Rhodes Natural Feta Gold,BAR-0000002192,Coffee & Other Drinks,457.0,457.0,LOT-0000002192,KAT/Stock,2024-07-27,2025-09-01,2025-03-12,2025-03-12,BREAD-0000002192
PROD-002193,Flash,BAR-0000002193,Personal Care,264.0,264.0,LOT-0000002193,KAT/Stock/Zone (B),2023-05-11,2028-04-23,2028-01-04,2028-01-04,BREAD-0000002193
PROD-002194,Big Tissue Roll,BAR-0000002194,All / Consumables / Cons - Cleaning,381.0,381.0,LOT-0000002194,KAT/Stock/Zone (A),2025-04-18,2027-02-07,2026-08-29,2026-08-29,BREAD-0000002194
PROD-002195,Harvest Tomato Paste,UNKNOWN_BARCODE,Water,350.0,350.0,LOT-0000002195,KAT/Stock,2025-08-16,2027-10-24,2027-05-03,2027-05-03,BREAD-0000002195
PROD-002196,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Water,427.0,427.0,LOT-0000002196,KAT/Stock,2025-04-18,2027-03-03,2027-01-17,2027-01-17,BREAD-0000002196
PROD-002197,Harvest Tomato Paste,BAR-0000002197,Water,446.0,446.0,LOT-0000002197,KAT/Stock/Zone (B),2023-08-09,2026-01-23,2025-12-04,2025-12-04,BREAD-0000002197
PROD-002198,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / ASTS / Furniture,167.0,167.0,LOT-0000002198,KAT/Stock/Zone (B),2024-10-04,2029-05-18,2029-03-11,2029-03-11,BREAD-0000002198
PROD-002199,Rhodes Cheddar Cheese,BAR-0000002199,Water,343.0,343.0,LOT-0000002199,KAT/Stock/Zone (A),2024-05-02,2026-11-26,2026-09-21,2026-09-21,BREAD-0000002199
PROD-002200,Rhodes Natural Feta Gold,BAR-0000002200,All / Consumables / Cons - Cleaning,424.0,424.0,LOT-0000002200,KAT/Stock/Zone (B),2025-05-01,2028-11-08,2028-08-18,2028-08-18,BREAD-0000002200
PROD-002201,Harvest Tomato Paste,BAR-0000002201,All / Consumables / Cons - Operations,112.0,112.0,LOT-0000002201,KAT/Stock,2023-12-20,2027-10-24,2027-07-13,2027-07-13,BREAD-0000002201
PROD-002202,A4 Paper,UNKNOWN_BARCODE,Coffee & Other Drinks,327.0,327.0,LOT-0000002202,KAT/Stock/Zone (A),2025-08-05,2029-04-11,2029-02-09,2029-02-09,BREAD-0000002202
PROD-002203,Rhodes Natural Feta Gold,BAR-0000002203,Centralized Fresh,305.0,305.0,LOT-0000002203,KAT/Stock/Zone (A),2023-06-10,2025-07-08,2025-05-15,2025-05-15,BREAD-0000002203
PROD-002204,Rhodes Cheddar Cheese,UNKNOWN_BARCODE,Water,147.0,147.0,LOT-0000002204,KAT/Stock/Zone (A),2024-04-08,2026-01-09,2025-10-08,2025-10-08,BREAD-0000002204
PROD-002205,Rhodes Cheddar Cheese,BAR-0000002205,All / ASTS / Furniture,336.0,336.0,LOT-0000002205,KAT/Stock/Zone (F),2025-12-19,2028-09-27,2028-05-18,2028-05-18,BREAD-0000002205
PROD-002206,Rhodes Natural Feta Gold,BAR-0000002206,Coffee & Other Drinks,219.0,219.0,LOT-0000002206,KAT/Stock/Zone (F),2023-08-03,2025-05-11,2024-12-31,2024-12-31,BREAD-0000002206
PROD-002207,Argento Clear Offer,BAR-0000002207,Commodities,453.0,453.0,LOT-0000002207,KAT/Stock,2024-08-02,2028-04-26,2028-02-19,2028-02-19,BREAD-0000002207
PROD-002208,Harvest Tomato Paste,UNKNOWN_BARCODE,Coffee & Other Drinks,425.0,425.0,LOT-0000002208,KAT/Stock/Zone (F),2024-05-02,2025-07-26,2025-03-27,2025-03-27,BREAD-0000002208
PROD-002209,Argento Clear Offer,BAR-0000002209,Personal Care,32.0,32.0,LOT-0000002209,KAT/Stock/Zone (B),2023-08-13,2025-03-06,2024-11-18,2024-11-18,BREAD-0000002209
PROD-002210,Elano Water Carton,BAR-0000002210,All / ASTS / Furniture,219.0,219.0,LOT-0000002210,KAT/Stock/Zone (A),2024-12-09,2027-06-24,2027-01-10,2027-01-10,BREAD-0000002210
PROD-002211,Harvest Tomato Paste,BAR-0000002211,All / Consumables / Cons - Cleaning,318.0,318.0,LOT-0000002211,KAT/Stock,2023-06-10,2025-09-28,2025-08-29,2025-08-29,BREAD-0000002211
PROD-002212,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Operations,184.0,184.0,LOT-0000002212,KAT/Stock/Zone (B),2024-03-30,2026-11-11,2026-08-15,2026-08-15,UNKNOWN_BREADFAST_BARCODE
PROD-002213,Shanon,BAR-0000002213,Water,192.0,192.0,LOT-0000002213,KAT/Stock/Zone (A),2025-12-18,2027-04-27,2027-02-22,2027-02-22,BREAD-0000002213
PROD-002214,Rhodes Natural Feta Gold,BAR-0000002214,Water,360.0,360.0,LOT-0000002214,KAT/Stock/Zone (B),2024-06-28,2026-08-01,2026-06-17,2026-06-17,BREAD-0000002214
PROD-002215,Argento Clear Offer,BAR-0000002215,All / ASTS / Furniture,179.0,179.0,LOT-0000002215,KAT/Stock/Zone (F),2023-01-29,2024-06-12,2023-12-24,2023-12-24,BREAD-0000002215
PROD-002216,A4 Paper,UNKNOWN_BARCODE,Commodities,354.0,354.0,LOT-0000002216,KAT/Stock/Zone (B),2025-02-05,2029-11-05,2029-10-02,2029-10-02,BREAD-0000002216
PROD-002217,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,471.0,471.0,LOT-0000002217,KAT/Stock/Zone (F),2023-07-04,2024-12-19,2024-09-01,2024-09-01,BREAD-0000002217
PROD-002218,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,All / ASTS / Furniture,5.0,5.0,LOT-0000002218,KAT/Stock/Zone (B),2023-12-23,2027-08-17,2027-06-28,2027-06-28,BREAD-0000002218
PROD-002219,A4 Paper,BAR-0000002219,All / ASTS / Furniture,390.0,390.0,LOT-0000002219,KAT/Stock,2024-05-06,2028-08-04,2028-05-09,2028-05-09,BREAD-0000002219
PROD-002220,Rhodes Natural Feta Gold,BAR-0000002220,All / Consumables / Cons - Operations,8.0,8.0,LOT-0000002220,KAT/Stock/Zone (F),2025-01-02,2026-07-19,2026-04-24,2026-04-24,BREAD-0000002220
PROD-002221,Flash,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,356.0,356.0,LOT-0000002221,KAT/Stock/Zone (F),2024-07-31,2027-08-08,2027-02-21,2027-02-21,UNKNOWN_BREADFAST_BARCODE
PROD-002222,Shanon,BAR-0000002222,All / Consumables / Cons - Operations,60.0,60.0,LOT-0000002222,KAT/Stock/Zone (A),2023-04-24,2027-03-30,2026-12-20,2026-12-20,BREAD-0000002222
PROD-002223,Big Tissue Roll,BAR-0000002223,All / Consumables / Cons - Cleaning,463.0,463.0,LOT-0000002223,KAT/Stock/Zone (F),2024-01-13,2027-02-15,2026-09-18,2026-09-18,BREAD-0000002223
PROD-002224,Shanon,BAR-0000002224,Water,417.0,417.0,LOT-0000002224,KAT/Stock/Zone (A),2023-04-07,2024-07-17,2024-02-03,2024-02-03,BREAD-0000002224
PROD-002225,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Centralized Fresh,162.0,162.0,LOT-0000002225,KAT/Stock/Zone (F),2025-04-21,2027-10-20,2027-05-02,2027-05-02,BREAD-0000002225
PROD-002226,Flash,BAR-0000002226,Personal Care,98.0,98.0,LOT-0000002226,KAT/Stock/Zone (F),2023-05-04,2024-05-08,2023-12-23,2023-12-23,BREAD-0000002226
PROD-002227,Harvest Tomato Paste,BAR-0000002227,Centralized Fresh,147.0,147.0,LOT-0000002227,KAT/Stock/Zone (F),2023-06-05,2026-05-15,2026-03-09,2026-03-09,UNKNOWN_BREADFAST_BARCODE
PROD-002228,Rhodes Natural Feta Gold,UNKNOWN_BARCODE,Commodities,57.0,57.0,LOT-0000002228,KAT/Stock/Zone (F),2023-04-20,2024-04-30,2024-01-13,2024-01-13,BREAD-0000002228
PROD-002229,Argento Clear Offer,BAR-0000002229,Commodities,214.0,214.0,LOT-0000002229,KAT/Stock/Zone (A),2023-02-22,2024-06-03,2024-03-16,2024-03-16,BREAD-0000002229
PROD-002230,Flash,BAR-0000002230,Coffee & Other Drinks,315.0,315.0,LOT-0000002230,KAT/Stock,2024-08-10,2027-07-09,2027-03-13,2027-03-13,BREAD-0000002230
PROD-002231,A4 Paper,UNKNOWN_BARCODE,All / Consumables / Cons - Cleaning,489.0,489.0,LOT-0000002231,KAT/Stock/Zone (B),2024-12-26,2027-02-25,2026-11-24,2026-11-24,UNKNOWN_BREADFAST_BARCODE
PROD-002232,Flash,UNKNOWN_BARCODE,Centralized Fresh,181.0,181.0,LOT-0000002232,KAT/Stock/Zone (F),2023-02-14,2024-08-02,2024-03-01,2024-03-01,BREAD-0000002232
PROD-002233,A4 Paper,UNKNOWN_BARCODE,All / ASTS / Furniture,34.0,34.0,LOT-0000002233,KAT/Stock/Zone (F),2025-07-24,2026-10-20,2026-05-14,2026-05-14,BREAD-0000002233
PROD-002234,Elano Water Carton,BAR-0000002234,Water,302.0,302.0,LOT-0000002234,KAT/Stock,2023-05-02,2026-04-16,2025-10-27,2025-10-27,BREAD-0000002234
PROD-002235,Big Tissue Roll,BAR-0000002235,Commodities,45.0,45.0,LOT-0000002235,KAT/Stock/Zone (A),2024-04-26,2029-01-25,2028-08-09,2028-08-09,BREAD-0000002235
PROD-002236,Puvana Natural Water,UNKNOWN_BARCODE,Personal Care,86.0,86.0,LOT-0000002236,KAT/Stock/Zone (B),2024-11-08,2028-03-11,2027-11-22,2027-11-22,BREAD-0000002236
